,awb,breadth,buyer_city,buyer_pin,cancelled_date,current_status,delivered_date,delivery_attempt_count,dispatch_date,heavy,height,last_mile_arrival_date,last_modified,length,order_created_date,order_id,price,product_category,product_id,product_name,product_price,product_qty,promised_date,return_cause,reverse_logistics_booked_date,reverse_logistics_date,reverse_logistics_delivered_date,rto_date,rto_delivered_date,seller_city,seller_pin,shipper_confirmation_date,shipper_name,shipping_cost,weight
11,727643,56,North Anabellafurt,57065,,DEL,2015-12-22 12:17:47,1,2015-12-19 02:07:23,False,98,2015-12-21 03:11:13,2015-12-26 17:05:12,20,2015-12-04 20:52:29,acdba6f4-e300-41a6-8e27-d4291dbdedc1,690933,Sports,73d23cc6-ad2c-4270-8d48-997ef4cd43f9,Shield High Quality Altra Clear Tempered Glass Screen Protector For Htc Desire 816,362108,21,2015-12-22 00:05:58,,,,,,,West Lannie,12495,2015-12-08 05:13:35,SHPR7,759,77
12,326777,74,Buddyborough,57586,,ITR,,1,2015-12-09 12:16:47,False,95,2015-12-19 08:24:47,2015-12-12 23:16:08,31,2015-12-08 21:16:09,ce0387ac-78d1-44fa-9460-6f8c8f5bc4b9,487705,Clothing,fc781c32-8ab6-47a3-bfab-f6b3035ced3c,Vishal Party Wear Pink Designer Saree,43434,39,2015-12-22 05:55:19,,,,,,,Predovicshire,29144,2015-12-09 04:16:06,SHPR1,198,65
13,742270,52,West Ottistown,87565,,ITR,,1,2015-12-20 08:13:46,False,73,2015-12-20 23:36:08,2015-12-17 18:40:58,28,2015-12-13 05:59:19,32979dfb-b651-4134-8179-615651979998,139299,Clothing,19ba0a8c-2e6b-44b3-9086-9790812da271,Glory Blue Women's Watch,489700,3,2015-12-21 06:41:50,,,,,,,West Destinytown,44375,2015-12-19 20:07:53,SHPR7,562,8
14,514116,65,East Kierstenfort,92504,,CTD,,2,,True,53,,2015-12-06 12:56:24,88,2015-12-02 13:59:48,d1c96cf5-d5d9-4109-bde2-f8da07758469,805200,Luggage,25c13308-df71-47af-8408-bab9af590076,Joe Black Superior SilverBlue Frame Aviator Sunglasses,296286,34,2015-12-22 17:21:08,,,,,,,New Lydell,72482,,SHPR7,506,62
15,155709,82,Sawaynburgh,26191,,ITR,,1,2015-12-20 15:29:24,False,60,2015-12-20 20:27:30,2015-12-27 15:33:50,52,2015-12-01 01:48:03,046cbcc5-5b5f-4697-ad65-bb2f778ecaa5,746549,Furnishing,ac1ddaef-4ad3-47e0-bfba-8e5a1854d102,MICROMAX X070 Multi,7288,26,2015-12-21 20:38:19,,,,,,,West Maebelle,98290,2015-12-14 17:42:20,SHPR5,682,76
16,273154,4,Lake Mosestad,61130,,SHP,,1,2015-12-19 20:31:50,True,35,,2015-12-27 13:43:07,23,2015-12-12 05:13:12,e7dbbaee-9ddd-4cb9-a09a-fb7eead0e265,30640,Clothing,758556e8-9c5a-44b8-a4da-257929fd39f3,Fastrack 6111SM02 Women Watch,364214,34,2015-12-22 20:40:01,,,,,,,West Luciehaven,73762,2015-12-16 01:18:14,SHPR5,450,68
17,64704,99,Jadynport,75422,2015-12-26 02:56:42,CAN,,1,2015-12-16 12:26:46,False,80,2015-12-19 21:45:33,2015-12-10 22:35:38,71,2015-12-05 12:38:20,d6707952-d29e-4cc1-a3d4-c627140d20ff,144353,Tablets,fdd352e9-ffd4-452b-9a0a-fafbe0a4d2b1,Casio Ravishing White & Silver Wrist Watch For Men,914757,13,2015-12-22 02:35:22,,,,,2015-12-04 05:40:45,2015-12-27 23:15:27,West Thorntonfurt,74014,2015-12-11 20:53:34,SHPR2,343,26
18,303798,7,East Mel,75261,,CTD,,1,,False,57,,2015-12-26 12:12:55,99,2015-12-10 02:04:17,98268c36-1be7-40e8-b5e4-1ccea8b06f5b,275615,Clothing,f5a1d9a5-179c-4201-a75b-869cd4eaac08,Saran Art Silk Saree,926300,8,2015-12-21 13:17:44,,,,,,,West Russel,49984,,SHPR7,172,99
19,474391,53,Ondrickaland,14088,,DEL,2015-12-21 01:00:05,1,2015-12-18 12:40:36,True,26,2015-12-20 18:59:26,2015-12-12 18:44:09,85,2015-12-09 15:42:51,1898b9d8-2886-42d4-a366-2415a4f24832,81974,Decoratives,0fb77431-6efd-4dc4-bc4e-400e03f3abbd,Lapcare 32 GB Pen Drives Silver,652577,6,2015-12-21 23:21:42,,,,,,,Grayceview,92104,2015-12-14 19:16:47,SHPR1,449,97
20,533241,63,Christenebury,87962,,SHP,,1,2015-12-20 13:09:43,True,4,,2015-12-07 05:19:14,63,2015-12-11 07:54:41,c16c87dc-a8a9-4706-bcfb-d83389f4d082,74424,Sports,34918931-871a-4168-8397-64b33cd0b98e,Learn ANDROID APP. DEVELOPMENT  iPHONE APP. DEVELOPMENT and ADOBE FLASH (Inception Success Series - 3 CDs),617054,22,2015-12-22 13:13:59,,,,,,,Quitzonfurt,38970,2015-12-18 22:54:21,SHPR3,843,57
21,843228,24,Lake Hugheyville,54332,,RTO,,1,2015-12-20 09:22:15,False,22,2015-12-20 16:22:44,2015-12-04 23:03:51,42,2015-12-07 20:03:26,73258fae-2a13-4efe-8f77-30be87b3fc30,987764,Fitness,e07f1038-d758-4854-a92a-ba805bda929f,Moserbaer Swivel 16GB Pen Drive,490714,12,2015-12-21 12:11:09,person_unavailable,,,,2015-12-28 02:01:57,2015-12-22 07:46:29,O'Harastad,69890,2015-12-18 09:45:40,SHPR6,682,38
22,483473,83,Adityaton,96096,,DEL,2015-12-22 00:37:35,1,2015-12-20 09:30:54,True,29,2015-12-21 19:16:12,2015-12-27 06:07:30,47,2015-12-11 20:34:14,1e9650ec-09e7-489f-b369-0c06f243cc6b,999122,ComputersandPeripherals,e78598bd-2fc1-4472-8c41-73d10f0bcc4f,Kesar Sarees White Pure Georgette Embroidered Saree With Blouse Piece,766344,22,2015-12-22 08:39:25,,,,,,,Port Maishire,97247,2015-12-17 21:01:40,SHPR3,353,54
23,32815,38,Lake Celineton,93668,,DEL,2015-12-21 00:03:50,6,2015-12-18 04:42:15,True,76,2015-12-19 09:00:55,2015-12-02 20:07:51,52,2015-12-05 08:37:27,77235b77-1760-4618-bc6a-53a79e2af7ca,894776,PowerBanks,115b33cd-058c-46c5-b06f-3f647bbb4ed6,Gansta Non Metal UV Protection Wayfarer Sunglasses Size: Medium,551617,33,2015-12-19 20:45:01,,,,,,,Jacobimouth,52171,2015-12-15 18:24:11,SHPR7,243,21
24,33848,35,Gusikowskiburgh,06960,,CTD,,1,,False,95,,2015-12-30 07:38:31,6,2015-12-08 05:58:47,789c8b90-b848-486e-9a8d-aed18479c95e,874961,Sports,1e80325f-d453-4cc8-8f12-8b803bc76d50,S R Footwear Black Synthetic Leather Men's Formal Shoes (Size: 8),688228,25,2015-12-22 18:50:36,,,,,,,Azariahshire,27835,,SHPR5,109,80
25,311026,68,East Firmanborough,72115,,SHP,,1,2015-12-16 17:59:21,True,79,,2015-12-13 08:13:39,3,2015-12-04 23:14:58,390d5c07-a758-4269-bc60-af29d5175ac0,916668,Furnishing,1c1f063b-4e91-40ab-8245-fdf31b7ea96c,SanDisk microSDHC Card 8GB  CLASS 4 COMBO OF 2,393249,21,2015-12-21 02:07:40,,,,,,,East Wenzel,83659,2015-12-15 02:48:39,SHPR2,845,72
26,285553,21,Seldontown,10050,,ITR,,1,2015-12-06 20:18:54,True,72,2015-12-07 12:57:40,2015-12-10 02:53:35,19,2015-12-01 17:25:12,f30ced29-007a-4585-8201-ab5b7e8c1a8f,442613,Decoratives,5e76acf3-5357-4966-bca4-70fe8ed9ed17,AVR FASHIONS Black Embroidered Faux Georgette Saree,930636,7,2015-12-15 22:58:44,,,,,,,South Zakaryport,30803,2015-12-04 10:51:40,SHPR6,85,50
27,331703,92,Satterfieldbury,51294,,DEL,2015-12-17 20:47:37,1,2015-12-13 15:08:01,False,60,2015-12-16 00:09:27,2015-12-13 23:52:22,8,2015-12-07 11:44:02,e47e94f7-64dc-403e-b21c-fcfc798602f2,74280,Decoratives,26612311-53ab-4bef-b31c-a67347996ce5,Varanga Red Designer Dress Material With Matching Dupatta,282316,7,2015-12-17 22:51:36,,,,,,,Kleinton,04488,2015-12-10 03:40:37,SHPR1,166,2
28,791627,46,New Edwinton,62119,,DEL,2015-12-22 13:08:55,1,2015-12-18 22:24:37,True,63,2015-12-19 08:48:21,2015-12-14 14:00:58,55,2015-12-07 22:38:13,bd27c600-e876-4761-8aa5-205ee831ec2a,412750,Tablets,697f715b-0d94-41d5-96e7-7f37d19d7b3f,Samsung Galaxy Trend S7392 (White),154431,2,2015-12-21 20:35:31,,,,,,,Kodatown,07923,2015-12-12 08:29:09,SHPR2,600,13
29,734437,70,West Vic,72821,,DEL,2015-12-22 01:01:27,4,2015-12-16 12:36:18,False,29,2015-12-18 14:13:31,2015-12-13 00:07:40,94,2015-12-11 15:38:11,dba22dd7-2cb9-4d44-bfc1-a7ba6fda0b6f,577498,Decoratives,1f71dee0-b051-4b57-8e51-d263e0263a17,Imported Cake And Cookies Decoration Sugarcraft Tool,744971,25,2015-12-21 03:50:38,,,,,,,East Magan,39432,2015-12-15 23:53:56,SHPR3,374,9
30,367648,49,Hodkiewiczmouth,44400,,DEL,2015-12-22 08:29:05,1,2015-12-10 06:49:06,True,7,2015-12-21 13:06:08,2015-12-30 21:08:19,59,2015-12-04 03:48:34,db181b6d-bfd7-4428-ad15-854161758691,358322,Decoratives,93d8b6e9-fb9c-4756-8331-ec4a58664b82,Shield High Quality Altra Clear Tempered Glass Screen Protector For Htc Desire 816,561870,14,2015-12-22 11:26:16,,,,,,,Weimannview,18526,2015-12-07 02:32:19,SHPR6,918,98
31,933386,66,Floriehaven,34228,2015-12-11 13:48:34,CAN,,1,2015-12-19 22:17:19,True,86,2015-12-20 10:13:45,2015-12-08 21:18:39,77,2015-12-05 13:57:24,f3069ca2-10a8-4fa1-8dd8-e1bb129de8e9,642232,Furnishing,bddaa062-c3fa-43fc-81b1-d93779336a85,RICO SORDI Mens Black Steel Watch with Sunglass and Wallet Combo,125164,32,2015-12-22 10:45:29,,,,,2015-12-03 10:05:46,2015-12-10 03:53:53,Kubmouth,81120,2015-12-19 00:28:23,SHPR7,554,90
32,52663,62,East Delbert,57217,,CTD,,1,,False,2,,2015-12-05 00:50:19,21,2015-12-02 00:32:39,014d35a8-9f69-488f-80d8-3aadb482c9a3,262952,Furnishing,d06fccc0-ce88-42ae-939f-f003b27f8d0d,Joe Black Gradient Grey Aviator Sunglasses,92041,29,2015-12-21 23:05:55,,,,,,,Port Blairchester,80919,,SHPR4,857,8
33,294367,1,Port Brettport,51474,,DEL,2015-12-22 06:21:39,2,2015-12-19 06:54:28,True,79,2015-12-21 14:01:06,2015-12-07 12:05:08,8,2015-12-05 14:15:43,3c505fb7-62ec-4947-92b5-bd81dea66828,592467,Luggage,6754336f-4032-4975-91b3-46270bd6c93a,Aisha Multi Printed Faux Georgette Saree With Blouse Piece,360078,19,2015-12-22 04:07:27,,,,,,,Stehrmouth,81626,2015-12-08 10:40:28,SHPR4,850,1
34,590797,22,West Etter,07503,,SHP,,1,2015-12-19 13:12:55,True,33,,2015-12-22 19:47:33,57,2015-12-02 12:56:16,0f0eb39e-70a3-478a-828f-13f59f4387f4,428059,Luggage,ae3dd1ac-23cc-435f-ad28-1494ca77eea2,Charming Charlie Silver Metal Analog Round Shape Watch For Men,273755,25,2015-12-22 13:27:36,,,,,,,Lake Olofmouth,39295,2015-12-13 22:31:32,SHPR6,455,24
35,526036,52,East Alishire,22274,,DEL,2015-12-20 23:13:13,1,2015-12-18 13:15:44,False,95,2015-12-20 05:03:15,2015-12-12 18:04:40,25,2015-12-12 12:19:01,314f3ae3-1158-42c4-8ce8-dc3602dd8548,406031,Decoratives,3c8b3126-bcda-4e6f-b9d8-86a1461a246e,e-vastram Cotton Saree,103476,14,2015-12-22 18:25:58,,,,,,,South Jerod,60233,2015-12-15 13:19:00,SHPR1,479,47
36,192737,93,Gaugeberg,50120,,ITR,,6,2015-12-18 07:01:25,False,40,2015-12-20 10:20:34,2015-12-16 02:23:49,50,2015-12-14 07:33:50,a126a9e5-5c22-4bd4-a273-f7425bd80756,386681,ComputersandPeripherals,71c4cb30-d490-4287-8b94-6e79e66b05e8,Store Nyn Black Men's Slip-on Office Shoes (Size: 10),5060,12,2015-12-20 23:03:22,,,,,,,Port Everette,75505,2015-12-15 02:15:41,SHPR4,18,35
37,322091,27,Kreigerport,98975,,ITR,,2,2015-12-11 23:18:08,True,52,2015-12-17 06:27:03,2015-12-24 09:26:45,36,2015-12-09 06:02:52,05ed624f-89d7-41e7-88c1-2a9485b28f80,22416,PowerBanks,99339955-bd3c-4300-a365-a59f56c49f4d,Sony16GBMicroSDHCCardwithAdapter,2449,38,2015-12-20 15:19:54,,,,,,,Port Denzelhaven,42557,2015-12-11 05:51:36,SHPR6,395,64
38,734347,67,New Clemenceburgh,18652,,DEL,2015-12-18 13:55:44,5,2015-12-13 22:31:05,False,28,2015-12-18 07:59:05,2015-12-24 04:45:50,12,2015-12-07 23:47:26,7d96fc0f-3196-4fad-91f5-16c76694a069,10159,Clothing,549992d2-ccd1-4154-929a-cae1bf85c03c,Samsung Galaxy S4 I9500 Metal Aluminum Bumper Frame - Gold,603943,39,2015-12-18 21:06:20,,,,,,,New Earline,02883,2015-12-11 07:43:28,SHPR2,346,93
39,586706,85,Gutkowskifurt,84363,,SHP,,1,2015-12-09 23:04:13,False,91,,2015-12-10 05:43:43,83,2015-12-06 19:59:16,ecb9502e-1903-4289-9220-216610b7d53d,546407,Sports,155fb74f-8a65-4371-a22a-8596a52d0051,Redex Non Metal Wayfarer Sunglasses (Size: Medium),476336,33,2015-12-21 10:42:22,,,,,,,Zulaufton,16178,2015-12-07 22:17:55,SHPR6,614,22
40,553418,87,Armstrongport,28474,,DEL,2015-12-20 14:32:41,2,2015-12-14 12:31:11,False,47,2015-12-19 14:39:32,2015-12-11 06:22:24,11,2015-12-01 13:45:34,8658711d-9873-4ad9-968e-61f5bdbcf0a8,9113,Tablets,4f2d5481-3de1-4996-8658-2376cf065703,Ragini Sarees Blue Embroidered Faux Chiffon Saree With Blouse Piece,628602,6,2015-12-22 09:09:12,,,,,,,Michalmouth,35017,2015-12-05 10:41:20,SHPR2,697,62
41,817087,42,Lake Ason,72623,,ITR,,1,2015-12-16 18:31:55,False,92,2015-12-16 23:40:27,2015-12-12 04:10:32,79,2015-12-10 17:45:56,10dbe105-3ade-4fa8-a161-464086141a2f,315922,PowerBanks,806b905d-f951-4502-a80b-895b8cf1a69d,Titan Orion Men's Watches,203844,7,2015-12-20 19:01:48,,,,,,,Gusikowskiland,86448,2015-12-14 02:58:57,SHPR2,198,18
42,919384,22,North Cecilia,48911,,RTN,,1,,True,1,,2015-12-04 10:07:49,48,2015-12-13 10:32:03,4a6e6978-a579-480d-a1bf-2bb0c485bfc1,213349,PowerBanks,fd6955f2-3b49-4597-ad6e-aaf59a300baa,Joe Black Gradient Grey Aviator Sunglasses,576086,6,,damaged_product,2015-12-12 00:56:48,2015-12-08 00:48:09,2015-12-04 07:50:44,,,West Christian,77972,,SHPR3,37,51
43,159413,81,Langworthfurt,47223,,RTO,,1,2015-12-19 19:59:27,False,87,2015-12-20 22:03:57,2015-12-01 13:11:14,23,2015-12-04 11:05:58,abba065c-49b7-43a3-bae4-7957a3dbb00e,139082,Mobiles,2469187f-d890-4ef0-834c-9397ad781e02,Fastrack Economy NB748PP02 Men's Watch,112190,32,2015-12-22 17:39:38,order_cancelled,,,,2015-12-19 00:45:40,2015-12-23 01:44:22,West Bernhardburgh,97372,2015-12-14 18:03:16,SHPR2,991,54
44,680934,54,West Minorfort,71516,,CTD,,1,,False,93,,2015-12-15 19:22:40,77,2015-12-07 20:52:11,075d99a0-c06b-46ce-a9c2-f4eb05c91ad1,353994,Sports,76f2adc4-e047-4c98-9d2b-74e589025a71,BLACK BL1036 Black/Blue Aviator Sunglasses,760421,14,2015-12-22 02:17:34,,,,,,,New Gerriton,56240,,SHPR3,904,74
45,827820,33,East Sabina,01089,,RTO,,1,2015-12-20 07:58:21,False,72,2015-12-20 13:49:20,2015-12-16 12:47:02,86,2015-12-12 16:07:56,cc072985-275d-4a84-8b9f-c9a182eacafd,24007,Mobiles,6e1eeb32-e37c-42d1-ba27-0a6b0636b366,Aisha Multicolour Georgette Sarees Unstitch Blouse Piece  Pack Of 5,421177,22,2015-12-20 17:21:35,incorrect_address,,,,2015-12-01 05:16:53,2015-12-06 10:13:50,Lake Crawfordville,85606,2015-12-16 10:32:53,SHPR2,435,51
46,504638,66,North Mattie,34965,,ITR,,1,2015-12-10 23:17:46,False,87,2015-12-15 03:28:41,2015-12-04 16:37:31,73,2015-12-02 18:33:53,ab6969f5-da49-4678-a9d2-1662324beee1,37909,Luggage,5f50371f-bfe4-4a33-8949-39c126dd77f2,Sandisk Cruzer Blade 16gb Pen Drive - Pack Of 4,27680,37,2015-12-20 03:30:28,,,,,,,New Christeenchester,34918,2015-12-08 02:35:56,SHPR2,220,20
47,110461,6,Bernierberg,40727,,RTN,,1,,True,79,,2015-12-07 17:03:21,61,2015-12-12 19:31:02,9c6368fd-5a2b-463d-b58b-826c76eee26c,182167,Decoratives,0c2c7289-440b-4c00-88b8-530bde4b4aef,Sonata 7988PP02 Men's Watch,335321,32,,does_not_fit,2015-12-16 00:45:42,2015-12-27 21:18:32,2015-12-21 09:06:02,,,Lake Karli,53853,,SHPR6,844,91
48,193283,67,Lindville,99295,,CTD,,1,,True,50,,2015-12-14 19:13:27,36,2015-12-08 14:30:29,7add7577-43b6-4900-a910-c7a5ec002d41,7085,PowerBanks,b29e3e20-f167-4c0e-8931-b77d5599a24d,BLACK BL1036 GreyBlue Aviator Sunglasses,48175,3,2015-12-21 20:23:27,,,,,,,Eichmannberg,31837,,SHPR7,829,51
49,953475,2,Lake Euna,48935,,ITR,,1,2015-12-20 04:24:21,True,7,2015-12-21 18:21:49,2015-12-08 06:44:11,93,2015-12-14 07:41:52,a01bb034-4fb7-4534-b37e-474e69a1819d,833255,Luggage,324c82a0-51c2-467e-beee-d89b743d2a84,Sonata 7987SM03 Men's Watch,970658,15,2015-12-22 18:52:05,,,,,,,Lake Basilhaven,43396,2015-12-17 22:21:41,SHPR5,47,59
50,774804,33,Gleasonchester,02322,,ITR,,1,2015-12-15 12:05:30,False,69,2015-12-20 15:14:50,2015-12-18 18:25:20,21,2015-12-10 16:59:30,73d23227-9c57-4e2c-812f-17e8cbcbbca5,131552,Luggage,d40023f7-6071-47cb-a653-c50c77a3643f,Ishin Prints Orange Embroidered Cotton Saree With Blouse Piece,103407,24,2015-12-22 09:05:49,,,,,,,Lake Georgianashire,65985,2015-12-14 12:34:51,SHPR1,56,30
51,849531,56,West Stuarttown,64063,,CTD,,1,,False,79,,2015-12-12 01:49:09,19,2015-12-05 20:18:17,2820ce78-29b6-4fd2-9915-77848641f90c,547472,Sports,49e56557-91c7-4415-bbc9-4b28dfca61bd,Ultimate Women Black Ankle Shoes (Size: 38 EU),270133,2,2015-12-21 08:37:45,,,,,,,Waverlyton,45279,,SHPR1,152,65
52,506544,85,Trilbyberg,30497,,RTO,,1,2015-12-20 07:34:55,False,69,2015-12-20 08:24:20,2015-12-05 19:51:04,62,2015-12-07 23:33:39,b6cbbb40-79b0-439c-9325-d6e8ae15d20b,31477,Sports,c5c2c6d0-6264-4e47-b37e-40b060173c3a,DLink 300 Mbps ADSL Wireless Router DSL2750U,814471,31,2015-12-21 17:15:10,order_cancelled,,,,2015-12-07 12:52:31,2015-12-13 01:34:44,Altenwerthfurt,10584,2015-12-15 19:33:26,SHPR3,510,50
53,766587,71,West Yasminside,55828,,DEL,2015-12-19 16:03:08,1,2015-12-13 23:28:14,True,51,2015-12-14 08:04:53,2015-12-10 08:08:19,86,2015-12-13 11:59:14,b3be4556-7819-47de-8aa2-cf182cd9ba19,605084,PowerBanks,c495b6e8-05bf-404b-90ef-0b0c6c95d0d7,Shield High Quality Altra Clear Tempered Glass Screen Protector For Htc Desire 816,179082,15,2015-12-16 22:22:43,,,,,,,Tiffanimouth,84627,2015-12-13 20:38:08,SHPR1,807,92
54,661410,1,New Caseview,45069,,CTD,,6,,True,35,,2015-12-04 23:42:17,62,2015-12-05 16:12:06,396cbd0b-bf9b-4fcc-8b74-a2a84ed36c38,339876,Decoratives,3b7e527a-5287-449c-beee-7056fc33247a,Sonata 7998SM02 Men's Watch,397093,14,2015-12-22 10:23:12,,,,,,,D'Amoreshire,51750,,SHPR4,644,64
55,630343,21,New Jaydanport,34361,,ITR,,1,2015-12-20 17:41:09,True,31,2015-12-21 13:06:25,2015-12-11 16:06:50,80,2015-12-14 07:03:06,aa34e958-39f1-4f9f-959f-c145729511d2,868010,ComputersandPeripherals,79d7b9d7-d998-4b12-8fa8-951353aef879,Pittsburgh Polo Club PBPC-323-SS-WHT Men Watch,96901,34,2015-12-22 04:49:11,,,,,,,East Myrna,12097,2015-12-14 18:46:03,SHPR2,996,1
56,589232,84,Margretttown,19483,,RTO,,1,2015-12-16 12:30:52,False,53,2015-12-18 10:37:26,2015-12-04 14:47:17,82,2015-12-09 13:31:16,ff93ad52-6895-4a76-9d9d-09b1ccaf5f18,141853,Furnishing,1ed18bff-f760-4931-9dc5-3b9cdb41e66c,Goyal Silk Mills Multi Printed Bhagalpuri Silk Saree With Blouse Piece,937418,38,2015-12-20 18:48:43,incorrect_address,,,,2015-12-09 01:44:52,2015-12-18 15:29:06,Mantetown,32727,2015-12-09 16:34:05,SHPR1,384,15
57,585192,81,Schustermouth,05316,,CTD,,1,,True,39,,2015-12-19 12:40:00,92,2015-12-02 07:10:02,b373678d-6b49-47f2-a117-cc4772ed8e9d,817512,Clothing,886d393f-1c27-447c-aa4f-92b4143ac3ce,V.j.tex Pink Designer Faux Chiffon Border Work Saree,8340,6,2015-12-21 10:31:32,,,,,,,Shieldsstad,75570,,SHPR2,573,45
